ID_Trans;Data;ID_Loja;ID_Produto;ID_Cliente;UnidadesVendidas;ValorTotal;Promo
1347;31/03/2022;1;123005;90009;2;R$ 99,98;0
1348;31/03/2022;8;123003;90025;3;R$ 83,97;0
1349;31/03/2022;9;123006;90034;1;R$ 50,39;1
1350;31/03/2022;2;123005;90071;2;R$ 99,98;0
1351;31/03/2022;9;123001;90083;3;R$ 77,97;0
1352;31/03/2022;6;123005;90078;3;R$ 149,97;0
1353;31/03/2022;8;123007;90084;2;R$ 107,98;0
1354;31/03/2022;3;123007;90064;2;R$ 119,98;0
1355;31/03/2022;9;123002;90009;2;R$ 55,98;0
1356;31/03/2022;4;123004;90016;2;R$ 71,98;0
1357;31/03/2022;4;123006;90075;2;R$ 111,98;0
1358;31/03/2022;2;123001;90070;1;R$ 25,99;0
1359;31/03/2022;3;123007;90075;2;R$ 107,98;0
1360;31/03/2022;4;123003;90094;2;R$ 50,38;1
1361;31/03/2022;6;123004;90009;1;R$ 35,99;0
1362;31/03/2022;9;123009;90068;3;R$ 275,97;0
1363;31/03/2022;9;123004;90026;2;R$ 64,78;1
1364;31/03/2022;6;123002;90058;2;R$ 55,98;0
1365;31/03/2022;8;123004;90068;2;R$ 64,78;1
1366;31/03/2022;8;123006;90067;3;R$ 167,97;0
1367;31/03/2022;7;123006;90019;2;R$ 111,98;0
1368;31/03/2022;1;123006;90096;2;R$ 111,98;0
1369;31/03/2022;6;123000;90039;3;R$ 59,97;0
1370;31/03/2022;2;123005;90063;2;R$ 99,98;0
1371;01/04/2022;5;123006;90038;2;R$ 111,98;0
1372;01/04/2022;7;123008;90011;3;R$ 269,97;0
1373;01/04/2022;10;123003;90055;3;R$ 83,97;0
1374;01/04/2022;7;123006;90080;2;R$ 111,98;0
1375;01/04/2022;3;123002;90047;2;R$ 55,98;0
1376;01/04/2022;2;123008;90085;4;R$ 359,96;0
1377;01/04/2022;8;123007;90056;2;R$ 119,98;0
1378;01/04/2022;3;123008;90042;2;R$ 179,98;0
1379;01/04/2022;2;123001;90036;2;R$ 51,98;0
1380;01/04/2022;6;123009;90024;3;R$ 275,97;0
1381;01/04/2022;6;123001;90078;1;R$ 75,99;0
1382;01/04/2022;8;123006;90095;3;R$ 167,97;0
1383;01/04/2022;3;123004;90083;2;R$ 71,98;0
1384;02/04/2022;10;123001;90026;3;R$ 77,97;0
1385;02/04/2022;8;123002;90073;3;R$ 75,57;1
1386;02/04/2022;5;123003;90001;1;R$ 27,99;0
1387;02/04/2022;9;123002;90025;1;R$ 27,99;0
1388;02/04/2022;8;123008;90056;3;R$ 242,97;0
1389;02/04/2022;3;123001;90048;1;R$ 25,99;0
1390;02/04/2022;6;123005;90032;3;R$ 134,97;0
1391;02/04/2022;4;123006;90098;2;R$ 111,98;0
1392;03/04/2022;6;123006;90030;1;R$ 55,99;0
1393;03/04/2022;6;123009;90055;2;R$ 183,98;0
1394;03/04/2022;5;123001;90000;2;R$ 51,98;0
1395;03/04/2022;3;123005;90091;2;R$ 99,98;0
1396;03/04/2022;8;123003;90042;2;R$ 55,98;0
1397;03/04/2022;2;123008;90011;3;R$ 269,97;0
1398;03/04/2022;9;123007;90018;1;R$ 53,99;0
1399;03/04/2022;8;123004;90049;3;R$ 107,97;0
1400;03/04/2022;9;123006;90038;2;R$ 111,98;0
1401;03/04/2022;4;123001;90023;1;R$ 25,99;0
1402;03/04/2022;3;123003;90001;3;R$ 83,97;0
1403;03/04/2022;2;123006;90075;2;R$ 111,98;0
1404;03/04/2022;10;123009;90082;4;R$ 367,96;0
1405;03/04/2022;6;123000;90052;2;R$ 39,98;0
1406;03/04/2022;4;123008;90009;2;R$ 179,98;0
1407;04/04/2022;1;123009;90066;2;R$ 183,98;0
1408;04/04/2022;6;123000;90009;2;R$ 35,98;0
1409;04/04/2022;4;123003;90068;1;R$ 27,99;0
1410;04/04/2022;2;123005;90007;2;R$ 99,98;0
1411;04/04/2022;4;123003;90099;1;R$ 27,99;0
1412;05/04/2022;9;123005;90035;3;R$ 149,97;0
1413;05/04/2022;6;123001;90044;2;R$ 51,98;0
1414;05/04/2022;8;123001;90007;2;R$ 51,98;0
1415;05/04/2022;8;123000;90009;2;R$ 39,98;0
1416;05/04/2022;7;123001;90039;2;R$ 51,98;0
1417;05/04/2022;7;123004;90073;4;R$ 143,96;0
1418;05/04/2022;2;123008;90003;2;R$ 179,98;0
1419;05/04/2022;10;123003;90037;2;R$ 55,98;0
1420;05/04/2022;1;123001;90078;1;R$ 75,99;0
1421;05/04/2022;4;123003;90058;4;R$ 111,96;0
1422;05/04/2022;7;123003;90086;3;R$ 83,97;0
1423;05/04/2022;5;123008;90050;4;R$ 323,96;0
1424;05/04/2022;7;123000;90011;3;R$ 59,97;0
1425;05/04/2022;5;123006;90080;3;R$ 167,97;0
1426;05/04/2022;5;123008;90091;1;R$ 89,99;0
1427;05/04/2022;3;123001;90092;2;R$ 51,98;0
1428;06/04/2022;6;123000;90033;4;R$ 71,96;0
1429;06/04/2022;1;123005;90053;3;R$ 134,97;0
1430;06/04/2022;10;123005;90072;3;R$ 149,97;0
1431;06/04/2022;6;123006;90071;1;R$ 50,39;1
1432;06/04/2022;6;123001;90051;1;R$ 25,99;0
1433;06/04/2022;4;123008;90002;3;R$ 269,97;0
1434;06/04/2022;3;123001;90075;2;R$ 46,78;1
1435;06/04/2022;8;123007;90027;3;R$ 179,97;0
1436;06/04/2022;4;123002;90031;2;R$ 55,98;0
1437;06/04/2022;7;123007;90024;2;R$ 119,98;0
1438;06/04/2022;4;123007;90095;1;R$ 53,99;0
1439;06/04/2022;1;123008;90090;3;R$ 269,97;0
1440;06/04/2022;9;123008;90061;1;R$ 89,99;0
1441;06/04/2022;2;123004;90038;2;R$ 71,98;0
1442;06/04/2022;4;123005;90053;4;R$ 199,96;0
1443;06/04/2022;10;123004;90070;4;R$ 143,96;0
1444;06/04/2022;6;123006;90094;3;R$ 167,97;0
1445;06/04/2022;6;123002;90012;2;R$ 55,98;0
1446;06/04/2022;6;123001;90070;3;R$ 70,17;1
1447;06/04/2022;9;123003;90038;3;R$ 75,57;1
1448;07/04/2022;8;123005;90059;2;R$ 99,98;0
1449;07/04/2022;3;123006;90093;3;R$ 167,97;0
1450;07/04/2022;10;123002;90083;4;R$ 111,96;0
1451;07/04/2022;4;123008;90048;3;R$ 269,97;0
1452;07/04/2022;8;123001;90051;4;R$ 103,96;0
1453;07/04/2022;5;123000;90051;2;R$ 39,98;0
1454;07/04/2022;8;123003;90045;2;R$ 55,98;0
1455;07/04/2022;3;123001;90017;2;R$ 123,39;1
1456;07/04/2022;8;123000;90037;2;R$ 35,98;0
1457;07/04/2022;4;123000;90010;3;R$ 53,97;0
1458;07/04/2022;6;123001;90047;1;R$ 25,99;0
1459;07/04/2022;5;123007;90062;1;R$ 59,99;0
1460;07/04/2022;9;123004;90041;2;R$ 71,98;0
1461;07/04/2022;7;123004;90057;1;R$ 35,99;0
1462;07/04/2022;9;123004;90036;1;R$ 35,99;0
1463;07/04/2022;6;123003;90030;1;R$ 27,99;0
1464;07/04/2022;4;123004;90081;1;R$ 35,99;0
1465;07/04/2022;3;123004;90060;3;R$ 107,97;0
1466;07/04/2022;9;123001;90029;4;R$ 103,96;0
1467;07/04/2022;7;123005;90040;4;R$ 199,96;0
1468;07/04/2022;3;123006;90015;4;R$ 223,96;0
1469;07/04/2022;8;123004;90067;3;R$ 107,97;0
1470;07/04/2022;1;123009;90064;1;R$ 91,99;0
1471;07/04/2022;2;123006;90083;2;R$ 111,98;0
1472;07/04/2022;5;123007;90028;3;R$ 179,97;0
1473;07/04/2022;4;123003;90047;1;R$ 27,99;0
1474;07/04/2022;9;123009;90081;2;R$ 165,58;1
1475;07/04/2022;9;123005;90014;3;R$ 149,97;0
1476;07/04/2022;1;123009;90060;2;R$ 183,98;0
1477;07/04/2022;1;123007;90089;1;R$ 53,99;0
1478;07/04/2022;3;123009;90088;4;R$ 367,96;0
1479;07/04/2022;6;123005;90094;2;R$ 99,98;0
1480;07/04/2022;9;123002;90053;1;R$ 27,99;0
1481;07/04/2022;7;123002;90023;2;R$ 55,98;0
1482;07/04/2022;5;123001;90044;1;R$ 25,99;0
1483;07/04/2022;10;123002;90004;2;R$ 55,98;0
1484;07/04/2022;4;123004;90046;2;R$ 71,98;0
1485;07/04/2022;2;123009;90005;3;R$ 275,97;0
1486;07/04/2022;9;123009;90096;2;R$ 183,98;0
1487;07/04/2022;5;123008;90052;4;R$ 359,96;0
1488;07/04/2022;2;123002;90026;3;R$ 75,57;1
1489;08/04/2022;3;123009;90038;2;R$ 165,58;1
1490;08/04/2022;3;123002;90059;4;R$ 111,96;0
1491;08/04/2022;3;123008;90022;3;R$ 269,97;0
1492;08/04/2022;4;123001;90064;3;R$ 77,97;0
1493;08/04/2022;9;123004;90037;1;R$ 35,99;0
1494;08/04/2022;10;123004;90089;3;R$ 107,97;0
1495;09/04/2022;4;123000;90091;1;R$ 19,99;0
1496;09/04/2022;1;123006;90048;2;R$ 111,98;0
1497;09/04/2022;9;123007;90074;1;R$ 59,99;0
1498;09/04/2022;2;123006;90095;1;R$ 55,99;0
1499;10/04/2022;3;123001;90095;2;R$ 51,98;0
1500;10/04/2022;7;123004;90016;4;R$ 143,96;0
1501;10/04/2022;6;123001;90087;1;R$ 25,99;0
1502;10/04/2022;3;123007;90070;3;R$ 179,97;0
1503;10/04/2022;7;123002;90071;2;R$ 55,98;0
1504;10/04/2022;7;123004;90038;2;R$ 71,98;0
1505;10/04/2022;7;123003;90077;3;R$ 83,97;0
1506;10/04/2022;10;123008;90072;2;R$ 161,98;0
1507;10/04/2022;4;123006;90058;3;R$ 151,17;1
1508;10/04/2022;1;123002;90089;3;R$ 83,97;0
1509;10/04/2022;6;123002;90009;3;R$ 75,57;1
1510;10/04/2022;3;123001;90023;2;R$ 51,98;0
1511;10/04/2022;9;123004;90040;3;R$ 107,97;0
1512;10/04/2022;10;123000;90096;2;R$ 39,98;0
1513;10/04/2022;8;123006;90004;2;R$ 111,98;0
1514;10/04/2022;8;123005;90027;3;R$ 149,97;0
1515;10/04/2022;1;123004;90026;4;R$ 143,96;0
1516;10/04/2022;4;123009;90092;3;R$ 275,97;0
1517;11/04/2022;10;123002;90035;3;R$ 83,97;0
1518;11/04/2022;10;123003;90034;2;R$ 55,98;0
1519;12/04/2022;3;123004;90071;3;R$ 107,97;0
1520;12/04/2022;1;123008;90083;2;R$ 179,98;0
1521;13/04/2022;9;123001;90013;3;R$ 77,97;0
1522;13/04/2022;8;123006;90054;3;R$ 167,97;0
1523;13/04/2022;3;123004;90093;2;R$ 71,98;0
1524;13/04/2022;7;123004;90041;1;R$ 35,99;0
1525;13/04/2022;10;123003;90093;3;R$ 83,97;0
1526;13/04/2022;10;123007;90089;2;R$ 119,98;0
1527;13/04/2022;6;123006;90084;4;R$ 223,96;0
1528;13/04/2022;3;123005;90079;4;R$ 199,96;0
1529;13/04/2022;5;123002;90074;3;R$ 83,97;0
1530;13/04/2022;2;123004;90078;1;R$ 35,99;0
1531;13/04/2022;10;123007;90084;3;R$ 179,97;0
1532;13/04/2022;3;123001;90032;3;R$ 77,97;0
1533;13/04/2022;7;123000;90087;3;R$ 53,97;0
1534;13/04/2022;6;123007;90090;3;R$ 179,97;0
1535;13/04/2022;8;123004;90026;3;R$ 107,97;0
1536;13/04/2022;3;123008;90004;2;R$ 179,98;0
1537;13/04/2022;9;123002;90044;3;R$ 83,97;0
1538;13/04/2022;5;123000;90077;3;R$ 59,97;0
1539;13/04/2022;4;123003;90049;3;R$ 75,57;1
1540;13/04/2022;8;123008;90051;1;R$ 89,99;0
1541;13/04/2022;7;123002;90096;1;R$ 27,99;0
1542;13/04/2022;5;123006;90099;4;R$ 223,96;0
1543;13/04/2022;4;123005;90081;2;R$ 99,98;0
1544;13/04/2022;8;123001;90040;2;R$ 51,98;0
1545;13/04/2022;2;123002;90098;4;R$ 111,96;0
1546;13/04/2022;2;123005;90065;3;R$ 149,97;0
1547;13/04/2022;8;123004;90032;3;R$ 107,97;0
1548;14/04/2022;10;123000;90060;3;R$ 59,97;0
1549;14/04/2022;1;123002;90019;1;R$ 25,19;1
1550;14/04/2022;2;123007;90028;2;R$ 119,98;0
1551;14/04/2022;6;123001;90078;3;R$ 70,17;1
1552;14/04/2022;6;123006;90025;1;R$ 55,99;0
1553;14/04/2022;8;123001;90019;2;R$ 51,98;0
1554;14/04/2022;4;123005;90096;3;R$ 149,97;0
1555;14/04/2022;10;123007;90067;2;R$ 119,98;0
1556;14/04/2022;4;123002;90051;3;R$ 83,97;0
1557;14/04/2022;7;123000;90074;3;R$ 53,97;0
1558;14/04/2022;6;123001;90033;2;R$ 51,98;0
1559;14/04/2022;4;123005;90063;4;R$ 199,96;0
1560;14/04/2022;2;123001;90077;3;R$ 77,97;0
1561;14/04/2022;4;123004;90019;3;R$ 107,97;0
1562;14/04/2022;2;123008;90048;2;R$ 179,98;0
1563;14/04/2022;2;123002;90005;2;R$ 50,38;1
1564;14/04/2022;9;123006;90086;3;R$ 167,97;0
1565;14/04/2022;3;123000;90093;3;R$ 59,97;0
1566;15/04/2022;4;123001;90041;4;R$ 103,96;0
1567;15/04/2022;8;123006;90084;1;R$ 55,99;0
1568;15/04/2022;10;123003;90076;1;R$ 27,99;0
1569;16/04/2022;6;123005;90065;3;R$ 149,97;0
1570;16/04/2022;10;123007;90070;2;R$ 119,98;0
1571;16/04/2022;5;123004;90071;1;R$ 35,99;0
1572;16/04/2022;10;123009;90007;3;R$ 275,97;0
1573;16/04/2022;4;123001;90063;3;R$ 77,97;0
1574;16/04/2022;4;123002;90080;3;R$ 83,97;0
1575;16/04/2022;2;123001;90016;3;R$ 77,97;0
1576;16/04/2022;6;123005;90096;2;R$ 89,98;0
1577;17/04/2022;4;123006;90098;1;R$ 55,99;0
1578;17/04/2022;8;123005;90065;1;R$ 49,99;0
1579;17/04/2022;2;123001;90089;2;R$ 51,98;0
1580;17/04/2022;10;123003;90066;1;R$ 27,99;0
1581;17/04/2022;7;123001;90058;1;R$ 25,99;0
1582;17/04/2022;8;123002;90047;3;R$ 75,57;1
1583;17/04/2022;4;123004;90011;2;R$ 64,78;1
1584;17/04/2022;7;123001;90025;3;R$ 77,97;0
1585;17/04/2022;8;123004;90087;2;R$ 71,98;0
1586;18/04/2022;4;123001;90012;2;R$ 51,98;0
1587;18/04/2022;9;123004;90020;3;R$ 107,97;0
1588;18/04/2022;4;123003;90087;3;R$ 83,97;0
1589;18/04/2022;2;123003;90077;1;R$ 27,99;0
1590;18/04/2022;7;123002;90019;4;R$ 111,96;0
1591;18/04/2022;4;123001;90047;2;R$ 51,98;0
1592;19/04/2022;7;123003;90049;2;R$ 55,98;0
1593;20/04/2022;10;123008;90003;3;R$ 269,97;0
1594;20/04/2022;9;123005;90014;1;R$ 49,99;0
1595;20/04/2022;9;123002;90024;2;R$ 55,98;0
1596;20/04/2022;10;123005;90037;1;R$ 49,99;0
1597;20/04/2022;3;123005;90085;3;R$ 149,97;0
1598;20/04/2022;2;123002;90013;2;R$ 50,38;1
1599;20/04/2022;3;123003;90044;3;R$ 83,97;0
1600;20/04/2022;8;123003;90076;3;R$ 83,97;0
1601;20/04/2022;7;123006;90043;2;R$ 111,98;0
1602;20/04/2022;2;123006;90033;4;R$ 223,96;0
1603;20/04/2022;2;123006;90024;2;R$ 111,98;0
1604;20/04/2022;5;123002;90029;2;R$ 55,98;0
1605;20/04/2022;3;123008;90063;3;R$ 269,97;0
1606;20/04/2022;7;123008;90027;2;R$ 179,98;0
1607;20/04/2022;4;123002;90097;3;R$ 83,97;0
1608;20/04/2022;8;123001;90048;2;R$ 51,98;0
1609;20/04/2022;5;123000;90063;1;R$ 19,99;0
1610;20/04/2022;9;123002;90085;2;R$ 55,98;0
1611;20/04/2022;9;123002;90031;1;R$ 27,99;0
1612;20/04/2022;2;123005;90046;3;R$ 149,97;0
1613;20/04/2022;4;123001;90023;1;R$ 25,99;0
1614;20/04/2022;4;123004;90007;3;R$ 107,97;0
1615;20/04/2022;9;123003;90017;1;R$ 25,19;1
1616;20/04/2022;10;123005;90056;3;R$ 149,97;0
1617;21/04/2022;3;123008;90068;2;R$ 179,98;0
1618;21/04/2022;9;123009;90055;1;R$ 91,99;0
1619;21/04/2022;5;123002;90013;1;R$ 25,19;1
1620;21/04/2022;6;123007;90053;2;R$ 107,98;0
1621;21/04/2022;8;123004;90067;3;R$ 107,97;0
1622;21/04/2022;4;123003;90072;2;R$ 50,38;1
1623;21/04/2022;8;123008;90078;2;R$ 179,98;0
1624;21/04/2022;8;123006;90020;1;R$ 55,99;0
1625;21/04/2022;8;123008;90042;3;R$ 269,97;0
1626;21/04/2022;2;123002;90050;2;R$ 55,98;0
1627;21/04/2022;4;123002;90097;2;R$ 50,38;1
1628;21/04/2022;5;123003;90001;4;R$ 111,96;0
1629;21/04/2022;6;123009;90031;3;R$ 275,97;0
1630;21/04/2022;5;123002;90027;3;R$ 83,97;0
1631;21/04/2022;5;123002;90067;2;R$ 55,98;0
1632;21/04/2022;7;123007;90081;2;R$ 119,98;0
1633;21/04/2022;2;123004;90050;2;R$ 71,98;0
1634;22/04/2022;10;123004;90087;3;R$ 107,97;0
1635;22/04/2022;8;123004;90090;3;R$ 107,97;0
1636;22/04/2022;1;123001;90020;2;R$ 51,98;0
1637;22/04/2022;7;123000;90089;2;R$ 39,98;0
1638;22/04/2022;10;123004;90064;1;R$ 35,99;0
1639;22/04/2022;9;123002;90044;2;R$ 55,98;0
1640;22/04/2022;3;123007;90018;3;R$ 161,97;0
1641;22/04/2022;3;123005;90037;2;R$ 99,98;0
1642;22/04/2022;5;123006;90093;2;R$ 111,98;0
1643;22/04/2022;8;123009;90098;3;R$ 275,97;0
1644;22/04/2022;10;123003;90031;4;R$ 111,96;0
1645;22/04/2022;2;123008;90089;3;R$ 269,97;0
1646;22/04/2022;6;123005;90009;1;R$ 49,99;0
1647;22/04/2022;9;123003;90044;3;R$ 75,57;1
1648;22/04/2022;10;123008;90078;2;R$ 179,98;0
1649;22/04/2022;8;123009;90026;1;R$ 91,99;0
1650;22/04/2022;6;123006;90061;3;R$ 151,17;1
1651;22/04/2022;4;123008;90006;3;R$ 269,97;0
1652;22/04/2022;6;123008;90070;1;R$ 89,99;0
1653;22/04/2022;4;123001;90002;1;R$ 25,99;0
1654;22/04/2022;5;123003;90002;2;R$ 55,98;0
1655;22/04/2022;8;123004;90068;3;R$ 107,97;0
1656;22/04/2022;7;123007;90011;3;R$ 179,97;0
1657;22/04/2022;1;123001;90081;2;R$ 51,98;0
1658;22/04/2022;6;123001;90054;2;R$ 46,78;1
1659;22/04/2022;10;123003;90077;4;R$ 100,76;1
1660;22/04/2022;3;123008;90067;2;R$ 179,98;0
1661;22/04/2022;10;123008;90048;3;R$ 269,97;0
1662;22/04/2022;9;123004;90099;2;R$ 71,98;0
1663;22/04/2022;6;123007;90048;3;R$ 161,97;0
1664;22/04/2022;9;123007;90094;4;R$ 239,96;0
1665;22/04/2022;6;123002;90047;3;R$ 83,97;0
1666;23/04/2022;6;123001;90003;2;R$ 51,98;0
1667;23/04/2022;10;123002;90054;3;R$ 83,97;0
1668;23/04/2022;8;123001;90057;2;R$ 51,98;0
1669;23/04/2022;4;123004;90045;3;R$ 107,97;0
1670;23/04/2022;2;123008;90085;2;R$ 179,98;0
1671;23/04/2022;8;123005;90035;2;R$ 99,98;0
1672;23/04/2022;1;123001;90036;2;R$ 51,98;0
1673;23/04/2022;5;123007;90057;1;R$ 59,99;0
1674;23/04/2022;5;123004;90016;2;R$ 71,98;0
1675;23/04/2022;7;123002;90096;4;R$ 111,96;0
1676;23/04/2022;6;123006;90068;1;R$ 55,99;0
1677;23/04/2022;5;123005;90087;3;R$ 149,97;0
1678;23/04/2022;2;123004;90045;3;R$ 97,17;1
1679;23/04/2022;7;123002;90089;4;R$ 111,96;0
1680;23/04/2022;4;123005;90022;1;R$ 49,99;0
1681;23/04/2022;8;123003;90065;2;R$ 55,98;0
1682;23/04/2022;3;123006;90003;2;R$ 111,98;0
1683;23/04/2022;2;123006;90062;2;R$ 111,98;0
1684;23/04/2022;4;123008;90063;3;R$ 269,97;0
1685;23/04/2022;5;123005;90049;2;R$ 99,98;0
1686;23/04/2022;4;123008;90050;4;R$ 359,96;0
1687;23/04/2022;4;123007;90016;1;R$ 59,99;0
1688;23/04/2022;1;123005;90074;2;R$ 99,98;0
1689;23/04/2022;7;123002;90057;3;R$ 83,97;0
1690;24/04/2022;8;123001;90006;2;R$ 51,98;0
1691;25/04/2022;8;123001;90058;2;R$ 51,98;0
1692;25/04/2022;9;123001;90034;1;R$ 25,99;0
1693;25/04/2022;8;123007;90009;1;R$ 59,99;0
1694;25/04/2022;4;123003;90056;3;R$ 83,97;0
1695;26/04/2022;9;123001;90014;2;R$ 51,98;0
1696;26/04/2022;4;123007;90087;1;R$ 59,99;0
1697;26/04/2022;5;123006;90028;2;R$ 111,98;0
1698;27/04/2022;3;123004;90004;3;R$ 107,97;0
1699;27/04/2022;5;123004;90082;1;R$ 35,99;0
1700;27/04/2022;8;123004;90054;1;R$ 35,99;0
1701;27/04/2022;6;123004;90094;3;R$ 107,97;0
1702;27/04/2022;2;123000;90068;1;R$ 19,99;0
1703;27/04/2022;6;123008;90036;1;R$ 89,99;0
1704;27/04/2022;3;123002;90029;3;R$ 83,97;0
1705;27/04/2022;6;123006;90057;2;R$ 111,98;0
1706;27/04/2022;7;123001;90012;2;R$ 51,98;0
1707;27/04/2022;6;123004;90033;2;R$ 71,98;0
1708;27/04/2022;10;123004;90069;1;R$ 35,99;0
1709;27/04/2022;4;123002;90064;3;R$ 83,97;0
1710;27/04/2022;9;123008;90084;3;R$ 269,97;0
1711;27/04/2022;1;123007;90066;2;R$ 119,98;0
1712;27/04/2022;5;123005;90020;1;R$ 49,99;0
1713;27/04/2022;1;123004;90064;1;R$ 35,99;0
1714;27/04/2022;1;123008;90021;2;R$ 179,98;0
1715;27/04/2022;3;123003;90034;4;R$ 111,96;0
1716;27/04/2022;3;123007;90036;3;R$ 179,97;0
1717;27/04/2022;2;123000;90048;3;R$ 53,97;0
1718;27/04/2022;4;123006;90038;4;R$ 223,96;0
1719;27/04/2022;9;123003;90000;2;R$ 55,98;0
1720;27/04/2022;6;123006;90094;2;R$ 100,78;1
1721;27/04/2022;2;123007;90065;2;R$ 119,98;0
1722;27/04/2022;7;123002;90008;3;R$ 83,97;0
1723;27/04/2022;6;123004;90071;3;R$ 107,97;0
1724;27/04/2022;7;123002;90022;4;R$ 111,96;0
1725;27/04/2022;8;123002;90004;2;R$ 55,98;0
1726;27/04/2022;2;123002;90005;4;R$ 111,96;0
1727;27/04/2022;10;123003;90092;3;R$ 83,97;0
1728;27/04/2022;7;123000;90009;1;R$ 19,99;0
1729;27/04/2022;10;123007;90058;2;R$ 119,98;0
1730;27/04/2022;6;123008;90081;1;R$ 80,99;0
1731;27/04/2022;2;123006;90076;3;R$ 167,97;0
1732;27/04/2022;8;123005;90091;3;R$ 149,97;0
1733;27/04/2022;3;123006;90097;3;R$ 167,97;0
1734;27/04/2022;4;123006;90031;1;R$ 55,99;0
1735;27/04/2022;8;123002;90007;2;R$ 55,98;0
1736;27/04/2022;1;123000;90044;3;R$ 59,97;0
1737;27/04/2022;9;123000;90003;2;R$ 35,98;0
1738;27/04/2022;4;123006;90000;3;R$ 151,17;1
1739;27/04/2022;5;123008;90055;1;R$ 89,99;0
1740;27/04/2022;6;123003;90083;1;R$ 27,99;0
1741;27/04/2022;7;123005;90080;3;R$ 149,97;0
1742;27/04/2022;8;123004;90039;3;R$ 107,97;0
1743;27/04/2022;7;123001;90061;2;R$ 51,98;0
1744;27/04/2022;9;123008;90056;3;R$ 269,97;0
1745;27/04/2022;9;123007;90061;4;R$ 239,96;0
1746;27/04/2022;6;123008;90031;1;R$ 89,99;0
1747;27/04/2022;4;123003;90033;3;R$ 83,97;0
1748;27/04/2022;3;123005;90095;2;R$ 99,98;0
1749;27/04/2022;7;123007;90072;1;R$ 53,99;0
1750;27/04/2022;9;123001;90077;3;R$ 77,97;0
1751;27/04/2022;1;123008;90031;2;R$ 179,98;0
1752;27/04/2022;8;123007;90088;2;R$ 119,98;0
1753;27/04/2022;9;123005;90017;2;R$ 99,98;0
1754;27/04/2022;10;123002;90025;2;R$ 50,38;1
1755;27/04/2022;8;123000;90098;2;R$ 39,98;0
1756;27/04/2022;9;123001;90040;1;R$ 25,99;0
1757;27/04/2022;3;123004;90016;3;R$ 107,97;0
1758;27/04/2022;9;123003;90014;1;R$ 25,19;1
1759;27/04/2022;5;123004;90042;2;R$ 71,98;0
1760;27/04/2022;7;123003;90018;2;R$ 50,38;1
1761;27/04/2022;5;123000;90027;2;R$ 39,98;0
1762;27/04/2022;9;123008;90078;3;R$ 269,97;0
1763;27/04/2022;10;123008;90028;2;R$ 161,98;0
1764;27/04/2022;2;123009;90037;3;R$ 275,97;0
1765;27/04/2022;6;123001;90080;1;R$ 25,99;0
1766;27/04/2022;5;123006;90040;3;R$ 167,97;0
1767;27/04/2022;2;123000;90044;2;R$ 39,98;0
1768;27/04/2022;4;123004;90015;2;R$ 71,98;0
1769;27/04/2022;1;123007;90078;2;R$ 119,98;0
1770;27/04/2022;1;123005;90067;3;R$ 149,97;0
1771;27/04/2022;2;123008;90094;3;R$ 269,97;0
1772;27/04/2022;9;123003;90071;3;R$ 83,97;0
1773;27/04/2022;4;123009;90038;2;R$ 165,58;1
1774;27/04/2022;3;123007;90081;1;R$ 59,99;0
1775;27/04/2022;7;123004;90089;3;R$ 107,97;0
1776;27/04/2022;10;123000;90006;2;R$ 39,98;0
1777;27/04/2022;4;123001;90037;3;R$ 77,97;0
1778;27/04/2022;9;123008;90056;2;R$ 179,98;0
1779;27/04/2022;6;123007;90093;2;R$ 119,98;0
1780;27/04/2022;3;123008;90019;3;R$ 269,97;0
1781;27/04/2022;9;123006;90025;2;R$ 111,98;0
1782;28/04/2022;5;123004;90042;2;R$ 71,98;0
1783;29/04/2022;5;123002;90011;3;R$ 83,97;0
1784;29/04/2022;4;123005;90034;3;R$ 149,97;0
1785;29/04/2022;1;123008;90061;2;R$ 179,98;0
1786;29/04/2022;7;123003;90081;2;R$ 55,98;0
1787;29/04/2022;6;123007;90036;1;R$ 59,99;0
1788;30/04/2022;6;123008;90068;2;R$ 161,98;0
1789;30/04/2022;2;123003;90056;2;R$ 55,98;0
1790;30/04/2022;9;123009;90058;3;R$ 275,97;0
1791;30/04/2022;3;123005;90082;2;R$ 89,98;0
1792;30/04/2022;3;123007;90085;2;R$ 119,98;0
1793;30/04/2022;10;123005;90028;4;R$ 199,96;0
1794;30/04/2022;9;123007;90058;3;R$ 179,97;0
1795;30/04/2022;7;123008;90029;2;R$ 179,98;0
1796;30/04/2022;2;123001;90026;1;R$ 25,99;0
1797;30/04/2022;10;123005;90060;1;R$ 49,99;0
1798;30/04/2022;5;123000;90085;1;R$ 19,99;0
1799;30/04/2022;3;123005;90067;3;R$ 149,97;0
1800;30/04/2022;2;123007;90032;1;R$ 59,99;0
1801;30/04/2022;2;123008;90094;2;R$ 179,98;0
1802;30/04/2022;3;123005;90026;2;R$ 99,98;0
1803;30/04/2022;6;123008;90016;3;R$ 269,97;0
1804;30/04/2022;9;123001;90016;1;R$ 23,39;1
1805;30/04/2022;9;123001;90016;4;R$ 93,56;1
1806;30/04/2022;7;123007;90079;3;R$ 179,97;0
1807;30/04/2022;2;123007;90032;3;R$ 179,97;0
1808;30/04/2022;2;123002;90069;2;R$ 55,98;0
1809;30/04/2022;3;123002;90070;2;R$ 55,98;0
1810;30/04/2022;2;123007;90088;4;R$ 239,96;0
